f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f20;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f35;f36;f37;f38;f39;f40;f41;f42;f43;f44;f45;f46;f47;f48;f49;f50;f51;f52;f53;f54;f55;f56;f57;label
89.76;47.15;67.24;48.88;56.3;43.55;59.25;33.24;41.57;52.62;64.89;44.72;74.17;32.26;43.68;41.78;76.35;40.19;68.36;55.25;51.4;44.62;41.04;44.05;46.33;70.21;29.0;67.28;67.44;19.71;43.59;29.75;27.31;40.29;37.72;19.97;31.53;25.29;55.55;40.86;41.55;41.92;49.78;32.98;28.58;36.44;26.33;10.4;53.6;21.49;38.6;39.23;9.21;43.39;40.01;29.68;28.96;1
73.87;35.49;75.98;51.95;48.89;58.88;40.1;27.53;44.89;46.57;46.07;54.77;74.75;44.17;45.02;48.36;52.49;57.36;55.99;32.04;54.71;48.01;40.6;30.4;42.13;70.66;27.23;51.65;68.8;40.84;39.45;23.89;21.62;56.71;14.39;32.58;46.33;30.63;26.66;32.05;10.19;6.75;45.59;45.91;44.78;33.77;26.71;18.91;43.2;9.19;35.61;33.03;11.12;4.38;50.62;15.83;6.57;1
69.19;25.26;45.84;44.44;55.17;51.5;57.06;48.38;38.42;38.37;45.43;58.95;74.29;46.0;42.35;50.06;69.15;44.82;54.57;47.35;57.35;48.97;26.35;68.99;34.85;70.1;58.86;55.79;71.46;52.39;52.37;53.33;28.51;60.17;26.48;38.51;27.25;38.77;13.0;35.34;33.72;31.64;14.45;39.78;34.5;31.64;13.2;26.98;42.03;23.95;42.75;21.44;37.52;28.24;41.21;23.15;67.69;1
33.62;0.0;50.69;34.88;27.47;14.27;24.86;5.47;31.96;20.52;27.17;31.05;37.96;16.05;17.43;21.26;18.21;24.88;30.84;34.23;30.98;24.52;7.06;21.91;32.91;28.0;18.89;26.92;12.55;23.67;39.95;30.0;30.77;22.61;31.85;42.07;33.57;20.67;30.92;31.53;32.81;43.63;50.65;38.7;12.95;34.09;32.2;27.04;47.37;24.3;30.92;47.54;39.97;22.57;23.09;23.27;50.66;0
48.23;6.38;31.48;23.56;23.29;17.69;33.95;18.87;22.4;26.19;30.37;27.28;43.25;24.34;23.96;13.74;39.04;16.19;46.3;35.85;31.22;26.75;18.01;22.1;34.09;34.64;27.98;39.63;27.22;28.41;58.45;20.06;24.84;41.05;27.89;51.17;40.08;42.57;19.94;9.7;35.46;33.62;47.11;46.84;21.87;32.58;28.23;33.66;36.97;35.78;28.81;46.99;26.37;29.42;33.92;22.01;32.88;0
25.98;15.65;33.5;40.68;27.07;1.48;31.13;24.44;37.98;21.52;25.32;31.12;24.46;22.38;19.3;10.87;48.48;32.49;32.53;35.26;16.94;33.44;33.07;21.22;9.81;24.7;3.86;34.56;17.73;6.45;57.83;37.11;29.5;31.99;36.31;37.5;48.34;31.08;31.23;17.43;35.2;26.87;49.23;51.55;45.3;34.23;33.08;32.86;30.79;34.04;41.39;54.77;16.99;20.77;38.97;36.99;80.56;0
42.68;10.85;25.5;28.85;6.94;25.29;21.75;26.84;39.57;15.95;29.36;4.42;35.2;14.48;15.49;9.47;37.07;25.31;30.26;20.92;37.97;28.02;26.31;34.36;24.39;20.49;21.21;39.91;33.1;17.06;67.65;30.26;50.33;32.53;6.05;45.48;31.84;22.15;12.22;46.57;24.09;20.61;40.08;29.96;56.03;22.56;39.72;24.57;27.8;24.51;27.45;46.12;18.67;26.41;18.26;35.43;65.23;0
43.76;17.38;44.27;15.62;14.42;6.75;19.29;2.37;25.1;37.91;23.79;32.0;35.89;15.76;39.63;21.23;23.11;22.35;37.03;22.09;15.59;25.53;28.53;35.68;29.38;26.86;26.62;28.4;32.95;28.09;48.18;5.8;19.28;59.49;41.36;30.69;39.9;33.98;50.31;27.9;40.92;25.84;41.65;25.65;38.25;32.94;32.61;31.22;47.8;48.5;41.7;39.33;19.27;31.76;36.14;31.36;41.68;0
67.91;49.14;63.28;40.65;46.18;45.29;74.34;30.51;63.53;42.47;49.56;44.62;62.74;38.12;57.42;39.15;77.26;58.63;60.57;55.52;53.71;32.3;40.64;77.22;48.45;68.03;59.66;63.01;57.06;54.23;51.41;34.65;37.75;48.0;30.22;27.08;38.44;31.54;25.35;22.24;26.16;22.78;37.57;43.0;62.82;44.56;23.25;22.82;46.95;16.06;27.51;40.74;34.55;24.95;34.93;24.28;43.24;1
71.23;34.28;55.65;27.37;56.33;42.99;37.77;45.27;58.92;28.31;37.91;66.71;81.63;27.97;64.16;48.27;55.9;53.01;59.76;49.46;60.23;44.8;40.91;50.14;38.65;65.5;43.59;48.41;74.62;37.33;48.67;28.09;29.23;60.73;27.42;36.23;29.54;40.96;31.56;32.31;35.22;10.36;56.13;30.98;40.19;44.46;27.97;40.32;49.5;27.97;40.06;35.5;21.59;30.22;36.72;23.31;0.0;1
41.31;17.92;45.59;16.07;38.49;21.78;26.38;17.39;47.16;8.45;33.78;30.22;40.06;18.6;37.66;22.86;38.03;26.71;16.58;29.35;48.1;27.58;27.83;26.19;27.14;33.61;22.85;46.34;21.46;12.96;52.17;24.99;7.8;56.66;43.29;29.14;53.75;24.11;22.17;48.8;19.64;29.15;40.8;24.21;27.42;42.32;26.87;41.03;52.17;25.02;36.61;31.47;24.64;13.18;34.13;23.92;28.68;0
70.45;41.79;63.84;30.75;53.7;47.86;44.28;47.71;59.06;56.18;25.76;39.67;58.16;48.23;60.17;49.51;54.58;45.4;49.51;45.85;48.81;25.52;42.44;41.67;49.88;69.34;22.71;54.3;61.48;19.02;38.35;23.8;22.02;36.88;43.12;50.27;52.33;18.65;18.11;38.83;18.83;33.18;29.57;49.19;29.73;29.57;49.85;6.16;40.2;30.04;25.93;51.89;0.0;23.22;37.3;25.18;52.29;1
33.6;21.41;33.82;39.65;36.5;32.63;22.78;19.67;32.89;25.98;0.0;23.77;29.48;39.71;34.92;20.03;27.23;23.08;44.55;16.9;29.45;15.13;21.22;23.68;18.84;30.35;29.59;20.94;20.4;20.27;42.85;37.27;15.06;37.9;13.49;19.43;28.12;22.61;39.46;41.51;46.69;37.8;46.27;47.83;59.01;21.89;29.15;17.02;60.3;27.24;22.04;65.13;22.04;25.57;47.0;26.87;52.47;0
70.31;30.33;45.37;40.36;41.08;62.04;45.37;37.89;58.88;36.82;67.27;52.85;74.34;17.82;58.21;64.12;50.92;30.22;63.33;53.51;47.58;40.32;44.35;63.18;54.3;58.97;55.85;58.8;66.89;65.2;59.14;27.54;32.08;71.9;37.35;53.66;34.51;28.57;15.82;37.63;29.17;35.2;32.67;38.63;42.68;22.11;26.44;38.22;37.79;15.15;35.89;34.67;18.43;44.96;28.05;36.99;32.32;1
66.21;64.27;75.74;61.38;45.22;45.42;68.77;53.44;19.56;46.94;61.78;49.27;66.95;47.57;47.5;38.8;54.07;50.57;35.49;48.66;64.78;48.4;30.08;43.8;44.17;68.73;35.62;54.18;79.59;52.97;59.7;37.23;33.31;55.44;39.94;23.15;47.12;31.45;43.03;33.96;50.34;36.86;22.82;32.11;38.08;17.54;27.47;22.04;32.28;23.77;40.91;62.32;9.66;40.52;46.74;24.26;54.33;1
82.01;33.28;53.15;62.72;43.37;43.86;54.38;42.4;52.52;27.91;49.13;39.94;82.62;33.06;36.22;46.35;65.72;54.54;56.58;49.94;53.4;26.75;21.83;59.13;42.79;74.53;60.88;65.05;72.05;36.16;32.24;34.73;33.46;30.57;36.68;40.48;35.96;31.04;49.89;29.23;15.63;19.83;30.09;35.2;37.03;18.07;16.48;26.24;35.49;16.28;42.47;27.0;39.16;48.88;30.36;33.66;30.74;1
56.94;43.1;64.3;40.9;45.67;39.64;53.75;44.71;65.38;30.76;67.42;1.54;84.53;47.9;43.75;47.71;58.86;60.88;58.59;58.84;59.46;52.37;23.32;44.98;65.3;62.39;46.6;54.39;74.78;34.17;47.17;37.69;29.06;53.65;49.63;41.53;56.58;27.12;53.87;42.82;30.35;26.85;12.31;37.84;60.51;37.39;24.1;22.05;53.85;53.35;27.31;49.86;14.07;21.37;35.46;37.36;37.22;1
100.0;29.48;76.19;40.58;57.68;41.46;61.8;28.23;43.53;38.53;41.18;29.14;52.75;38.4;41.53;36.09;88.58;54.85;62.03;41.83;63.75;53.36;27.89;56.2;53.98;56.8;43.27;62.8;68.33;70.16;56.82;35.75;24.54;40.14;30.02;35.64;31.26;26.66;31.22;24.22;27.07;18.66;45.25;39.2;42.38;45.61;38.09;9.77;41.62;25.87;39.55;50.26;32.78;40.07;44.62;35.75;46.05;1
29.34;33.81;43.57;26.24;18.84;8.74;26.25;14.9;22.28;12.05;4.55;21.89;37.89;20.88;28.92;25.76;22.34;29.69;37.75;27.05;26.12;19.3;20.99;17.15;39.65;29.14;19.84;32.09;15.75;17.61;62.43;26.05;20.84;65.69;38.78;42.01;33.82;38.27;29.55;12.02;25.57;45.83;47.83;54.07;32.22;23.73;20.04;28.93;51.09;19.2;35.01;56.5;12.7;22.66;43.82;36.02;45.51;0
72.96;30.91;55.62;62.03;45.65;53.42;60.72;34.63;24.16;31.52;41.21;21.05;81.16;50.45;55.06;49.74;65.59;38.85;73.62;27.78;54.49;54.9;32.01;44.27;34.71;71.74;40.89;65.09;61.92;21.9;55.39;26.47;34.23;35.79;17.07;34.19;38.25;40.73;23.9;27.82;71.51;33.62;18.13;35.67;27.8;19.23;43.96;30.38;53.25;56.23;44.2;44.25;31.66;43.84;34.39;31.3;56.96;1
75.68;32.5;67.77;24.47;53.55;55.96;58.51;54.8;50.79;34.12;39.85;51.64;56.66;19.14;43.6;33.91;67.61;56.27;61.66;52.39;46.39;25.79;51.54;74.43;47.32;68.84;61.3;55.47;78.81;64.18;39.49;32.32;46.85;40.61;33.25;25.44;39.27;32.86;37.48;29.42;31.89;33.43;33.32;46.93;36.5;25.73;32.41;37.18;33.01;48.14;31.69;44.96;11.52;30.56;36.85;28.34;61.17;1
93.47;37.48;57.58;54.41;52.0;57.47;61.75;38.57;57.36;72.29;61.49;48.34;77.99;30.46;42.58;47.69;68.83;35.76;65.93;37.0;48.56;50.79;37.59;64.96;55.93;79.64;17.32;55.02;54.11;15.25;49.29;5.38;35.74;61.39;73.65;17.8;43.14;42.05;20.55;27.58;61.99;39.33;17.77;39.21;32.31;19.81;9.77;30.44;37.64;25.31;36.89;45.53;25.32;42.66;39.34;22.1;54.58;1
81.61;33.39;64.84;21.47;51.87;49.38;50.91;49.72;53.02;50.74;55.84;27.37;36.36;63.14;36.24;40.14;69.34;51.08;61.47;48.87;68.64;51.32;22.24;47.38;51.43;74.33;22.23;59.37;58.11;30.61;42.46;40.77;30.15;35.3;54.58;27.3;36.68;30.23;51.74;22.79;64.94;31.42;30.44;30.9;46.79;32.1;33.06;31.46;33.85;21.16;25.46;58.1;27.57;28.04;35.16;26.82;41.56;1
31.66;9.13;40.2;33.94;20.96;37.11;25.08;25.33;34.66;28.62;15.45;25.89;46.15;25.06;26.73;12.76;24.08;26.82;42.43;24.02;34.95;14.23;31.43;19.6;45.32;29.42;24.1;38.15;49.52;18.5;20.08;33.1;37.41;19.62;60.63;37.66;28.01;21.55;26.82;17.81;40.17;42.67;21.61;45.89;18.35;34.63;22.1;37.67;47.85;47.51;39.1;46.79;43.71;31.75;35.06;35.47;47.13;0
86.79;35.58;68.54;65.32;42.16;48.19;42.25;37.9;34.55;36.14;26.94;41.56;55.57;51.23;41.29;26.19;50.08;45.72;58.99;48.18;48.5;17.62;66.88;19.79;43.72;68.76;70.03;55.01;70.88;68.22;42.28;42.44;16.64;74.41;44.21;25.7;50.87;25.89;37.67;23.12;57.5;28.44;40.0;32.57;32.6;28.12;48.62;20.25;46.36;30.2;27.97;35.11;3.38;16.86;26.06;28.18;48.83;1
63.56;33.52;44.26;89.82;51.87;41.09;53.95;27.32;46.11;49.99;61.18;40.11;77.39;71.62;49.4;42.36;52.25;37.18;73.63;49.3;62.83;23.75;39.74;62.11;36.77;67.82;46.28;71.39;56.71;37.39;44.3;23.06;35.89;70.85;34.62;1.77;49.39;26.46;39.09;25.48;28.84;30.01;37.03;34.34;22.29;47.42;38.31;22.77;45.55;15.23;38.31;43.81;48.99;61.61;40.27;33.86;40.48;1
71.62;38.05;47.96;47.3;38.74;53.84;68.24;22.33;56.84;58.8;57.32;26.33;60.59;58.35;47.41;52.96;68.03;49.8;71.43;43.4;80.14;50.41;39.8;55.84;39.66;47.33;65.03;57.23;56.16;18.26;43.78;16.1;22.83;35.42;44.42;38.11;56.47;35.57;17.11;35.92;30.48;35.38;31.17;35.11;25.46;34.06;30.27;33.34;34.25;45.62;35.96;34.77;26.2;21.89;38.52;21.28;56.31;1
52.15;53.79;44.52;35.85;41.51;51.01;51.55;37.03;25.72;58.68;42.68;62.06;73.73;43.28;34.2;43.71;53.5;43.24;60.33;44.4;50.19;43.22;36.48;48.31;49.03;64.9;70.21;54.98;46.41;55.03;57.48;22.32;18.97;47.57;50.88;38.53;31.77;30.59;9.81;23.96;36.12;33.66;16.62;44.72;57.06;12.73;30.1;31.63;47.43;23.06;31.83;60.65;36.51;10.28;40.16;27.57;0.95;1
33.65;35.4;43.21;36.96;31.86;18.98;23.35;31.88;38.0;39.67;26.13;13.63;31.64;33.93;14.79;9.76;25.69;23.15;18.62;37.39;41.25;21.0;20.64;26.45;24.24;27.93;19.93;33.2;42.46;23.2;40.94;28.17;8.27;62.66;40.31;32.29;38.55;24.58;44.33;34.25;48.28;32.76;21.84;27.39;33.84;48.49;33.87;49.69;39.06;30.29;31.42;42.35;25.15;46.35;34.18;21.81;45.05;0
31.87;11.14;50.0;26.3;24.83;12.41;31.69;26.29;29.21;23.72;0.0;28.01;41.12;18.24;30.04;18.28;35.98;33.67;24.0;28.8;26.68;25.51;22.25;25.81;19.73;34.22;35.69;40.18;16.64;39.12;48.71;26.49;41.63;46.9;67.24;17.7;42.53;28.45;45.63;19.05;44.49;25.3;29.44;42.15;25.51;41.55;47.22;24.29;44.67;42.03;35.08;55.52;24.57;37.1;41.44;21.31;13.58;0
19.2;12.96;41.12;49.36;17.91;22.86;23.0;20.18;32.76;33.2;10.56;18.93;36.31;21.43;17.82;17.57;32.78;27.07;25.39;24.17;25.64;26.33;29.21;27.81;20.52;26.95;15.81;38.05;29.08;34.04;51.34;27.17;25.24;22.97;43.14;34.2;29.77;30.21;59.84;25.47;31.39;28.2;38.62;18.33;17.01;50.11;29.74;40.38;40.37;33.75;37.9;37.63;14.59;0.0;44.11;29.7;42.48;0
28.7;25.66;37.17;13.63;28.84;20.24;17.3;7.44;31.65;25.86;10.22;24.89;38.29;29.02;13.66;17.79;31.68;30.71;31.79;21.77;32.53;16.17;17.9;27.26;14.84;18.39;15.15;37.85;34.6;9.19;40.64;23.3;31.48;26.99;25.09;21.63;41.85;35.52;34.4;39.71;49.47;39.37;40.26;50.54;41.53;31.43;19.6;32.55;37.45;28.8;36.76;46.85;27.94;44.89;26.01;33.71;35.46;0
93.44;30.51;77.0;43.03;47.68;63.12;44.36;54.79;95.62;23.91;48.25;72.6;48.81;67.12;27.04;48.89;46.14;45.01;52.63;45.33;45.59;63.13;25.83;44.69;45.92;48.52;51.05;68.3;52.52;50.9;44.79;15.85;35.68;57.41;22.2;24.02;43.03;36.01;17.98;28.53;32.59;27.99;47.14;48.96;32.09;42.37;34.38;33.15;44.3;37.3;40.49;50.1;31.43;17.49;37.59;22.53;37.18;1
93.56;54.66;49.03;54.58;47.55;54.08;31.73;40.08;65.7;53.33;18.74;27.01;73.17;48.19;29.38;44.65;67.47;43.55;70.32;59.5;72.07;53.72;37.53;58.05;34.22;76.33;46.45;55.15;59.17;65.38;23.91;29.35;24.55;32.65;43.43;30.79;23.68;39.68;37.74;34.01;48.45;37.11;40.02;30.89;53.46;23.7;25.97;49.43;48.21;17.92;33.58;32.77;22.58;31.84;42.44;36.01;35.84;1
68.06;49.02;45.87;48.84;64.35;56.04;61.99;41.94;34.68;44.41;51.71;56.37;60.16;42.66;48.09;36.63;72.94;45.85;54.19;48.77;60.17;52.15;47.71;31.16;34.33;44.95;50.51;61.13;65.08;67.41;38.63;29.3;23.37;43.4;32.79;20.86;39.86;31.31;44.24;16.96;57.09;24.79;42.18;39.94;52.58;32.05;33.36;11.19;50.33;33.7;35.8;59.74;31.64;26.7;39.49;28.3;46.48;1
70.74;34.1;61.99;40.77;39.11;40.35;69.45;45.7;76.72;41.47;61.36;66.75;72.92;56.79;50.04;45.58;55.33;45.44;64.75;54.24;48.78;22.17;52.11;47.44;53.1;51.21;67.2;48.95;73.08;55.55;42.95;34.93;29.69;40.48;72.82;24.28;25.26;47.93;54.06;33.85;30.03;35.79;45.35;45.31;41.13;38.79;33.83;21.62;30.88;17.71;43.77;55.93;14.63;34.6;29.19;14.57;27.17;1
42.44;34.45;28.85;25.91;32.5;36.1;34.43;11.94;30.54;29.91;13.46;28.28;38.78;25.72;6.24;22.12;38.46;21.57;37.17;25.61;37.38;29.56;44.46;30.86;27.21;25.06;21.99;31.68;22.97;26.95;33.76;36.71;21.03;42.51;39.68;25.93;40.96;45.77;41.24;34.62;33.74;37.67;15.68;32.89;29.45;34.6;49.26;13.97;34.42;5.59;39.5;63.51;13.85;12.73;32.58;35.1;35.16;0
35.54;31.59;42.28;39.49;25.5;23.34;39.36;31.07;34.1;25.91;14.79;19.62;33.03;25.29;22.17;20.78;25.73;18.95;33.83;33.29;29.65;29.41;33.56;34.61;27.49;37.59;32.81;37.67;28.32;19.66;27.72;36.43;17.58;66.95;40.39;42.66;29.98;33.95;23.31;27.35;35.62;35.91;54.23;22.24;49.0;37.63;35.2;31.16;33.34;20.73;27.06;30.72;46.21;46.83;33.13;15.13;29.13;0
64.17;32.31;57.45;37.75;49.92;47.47;55.81;41.43;51.12;54.6;61.95;44.37;78.13;18.2;29.94;49.34;68.96;58.35;73.6;57.77;54.61;65.24;43.06;44.66;33.9;74.15;51.83;60.37;57.82;28.84;61.1;26.54;43.12;46.13;40.6;44.9;34.66;31.37;18.65;47.11;24.94;30.92;37.97;46.33;38.84;31.73;20.76;27.31;29.23;27.75;30.96;65.08;37.67;9.61;41.21;33.7;27.72;1
61.95;49.71;72.88;41.33;56.51;47.0;49.93;40.62;43.39;48.7;46.13;61.6;57.18;46.29;28.73;26.17;56.66;53.21;62.61;60.22;53.81;32.77;40.39;52.87;48.11;76.24;40.15;44.59;73.11;61.22;39.39;23.96;21.35;42.38;43.89;31.71;26.57;42.22;23.74;33.17;46.84;30.11;33.41;40.61;39.91;45.84;23.29;34.28;51.98;28.92;33.73;39.82;53.26;30.1;42.34;23.54;8.73;1
42.87;6.68;34.64;41.45;15.58;26.05;9.93;19.92;40.54;19.05;36.5;32.17;33.08;22.53;21.88;16.97;22.88;33.65;29.86;30.93;24.08;27.39;42.98;32.35;33.55;40.12;20.7;29.06;24.8;9.29;29.27;47.85;14.66;41.89;29.05;30.59;34.23;30.29;32.28;26.31;37.79;47.53;50.82;37.24;38.63;28.66;30.36;24.23;30.18;26.56;30.37;34.51;52.69;22.47;36.77;27.06;80.1;0
63.98;63.4;63.84;49.93;59.67;46.55;77.33;43.02;47.91;28.33;50.58;55.52;61.92;36.53;26.77;46.83;57.89;58.35;58.72;61.92;62.05;41.71;45.38;34.71;49.59;62.05;66.69;56.57;75.48;66.04;46.16;18.88;43.05;39.91;28.2;33.8;21.97;34.86;45.49;35.85;40.15;40.85;53.01;42.76;34.99;33.11;16.66;34.42;34.9;7.66;38.86;54.8;32.6;17.62;39.54;22.98;29.66;1
68.8;54.37;53.01;27.86;48.06;55.23;62.03;18.97;64.19;51.55;66.71;48.08;78.48;40.59;46.63;43.81;42.33;44.39;61.26;30.44;51.78;69.5;46.78;52.02;29.09;53.79;23.21;76.47;64.99;46.85;44.95;51.19;24.0;50.71;27.1;39.29;41.55;24.42;22.74;41.13;25.31;32.19;67.2;46.4;23.14;26.19;32.03;16.72;43.09;47.88;29.23;52.03;20.54;41.17;34.15;43.81;38.58;1
32.94;18.31;35.16;17.32;36.55;18.04;27.42;15.28;30.11;32.34;30.68;22.63;34.22;21.76;29.26;12.94;46.96;29.25;46.69;24.01;28.52;22.92;2.92;16.44;13.97;27.2;10.71;34.32;13.09;39.87;25.97;36.88;2.81;13.85;35.07;23.82;46.41;28.5;15.75;42.88;33.33;24.17;7.9;37.66;49.38;0.0;36.14;36.76;40.49;40.8;27.2;37.57;34.71;16.75;35.71;39.55;33.92;0
36.55;24.36;28.95;33.0;16.41;26.35;20.76;17.98;24.89;9.55;29.9;12.75;39.84;16.47;31.4;13.95;40.05;31.13;37.39;19.06;36.87;23.56;11.12;38.37;44.07;24.61;28.21;29.41;28.75;8.33;42.37;40.24;20.12;45.69;22.44;22.26;29.69;37.14;46.56;33.84;27.98;40.23;49.62;40.37;49.02;33.3;40.6;1.52;48.9;49.66;33.97;27.09;40.27;21.48;39.61;29.01;54.47;0
36.46;37.17;44.58;36.93;17.41;14.01;7.36;23.25;34.8;17.82;22.65;42.45;35.52;45.19;28.75;21.21;28.34;19.06;26.66;27.87;31.81;19.26;26.84;33.92;17.66;45.14;27.76;38.95;46.37;33.42;53.41;43.81;27.76;36.74;33.05;27.88;31.17;32.25;33.21;23.01;48.35;25.73;37.51;31.59;51.68;40.19;15.67;42.49;45.83;44.33;28.31;33.58;15.9;16.17;27.68;33.78;34.22;0
31.58;15.63;43.24;21.55;7.59;9.34;41.94;16.19;23.74;32.06;28.54;15.32;47.19;29.64;33.3;20.62;24.4;20.6;27.9;26.44;28.46;34.04;19.79;30.0;35.01;43.07;19.05;41.1;64.27;32.93;62.38;35.68;41.91;51.68;31.31;37.18;29.56;34.99;31.1;43.63;38.68;30.43;62.16;35.21;18.56;26.47;45.6;29.21;52.45;34.2;30.87;47.16;43.5;16.67;38.28;28.5;64.12;0
41.78;13.83;46.45;39.86;30.36;24.89;16.16;26.12;38.96;20.95;33.58;23.95;25.9;27.9;0.0;18.9;33.8;20.56;36.73;44.72;29.81;6.47;41.06;22.1;31.56;16.47;18.85;43.68;33.26;13.79;33.52;32.92;19.73;45.81;47.06;33.88;42.96;30.96;31.11;25.36;46.18;24.62;20.3;45.86;50.96;30.23;31.99;25.51;50.06;24.86;38.27;55.16;41.4;30.49;41.56;26.28;14.96;0
59.31;58.48;64.56;59.97;69.44;56.74;53.5;38.78;54.63;32.42;51.92;30.92;57.97;60.45;48.67;41.97;44.81;53.2;69.74;47.89;55.34;21.6;45.61;13.61;32.22;86.4;75.61;57.29;73.65;57.56;33.52;32.18;18.71;34.47;42.47;33.1;48.87;25.73;31.65;22.07;23.76;25.08;14.06;47.88;36.44;53.11;41.8;32.09;41.01;16.08;30.56;58.11;9.82;8.81;27.93;25.8;9.84;1
69.77;45.16;39.12;46.95;36.23;66.78;47.26;39.72;74.26;33.52;45.62;44.1;75.28;39.1;56.29;57.44;45.82;37.91;58.35;33.3;46.91;65.77;24.76;58.97;43.38;73.45;57.27;54.84;56.63;45.86;44.58;15.52;40.64;36.33;38.33;32.85;46.14;30.87;32.09;31.57;36.31;31.08;34.3;30.7;40.01;25.16;9.32;29.62;39.1;47.48;36.89;54.09;22.96;25.87;32.44;35.0;63.03;1
58.96;46.52;46.71;49.68;48.12;41.75;65.93;45.36;33.0;22.93;60.45;33.84;69.64;38.22;40.62;41.01;51.39;49.63;38.27;38.58;71.98;47.18;49.39;42.55;42.47;66.62;59.49;55.97;91.16;49.54;42.9;36.85;20.01;42.53;49.08;51.93;41.6;40.91;31.39;32.66;32.87;37.27;15.74;56.4;40.09;45.68;29.59;16.5;40.69;24.67;31.11;36.55;23.86;31.56;21.29;25.7;29.49;1
45.08;33.01;31.66;21.47;25.46;19.95;30.85;5.09;21.07;28.15;13.2;25.75;42.08;13.27;15.72;21.32;35.84;23.44;31.76;35.55;30.58;20.29;15.8;35.23;23.67;27.31;8.54;38.58;26.07;38.78;42.59;16.91;17.16;33.68;35.4;34.87;43.67;32.82;40.43;34.03;31.9;31.46;43.03;36.22;33.52;55.38;37.43;33.85;33.64;41.14;32.61;59.63;23.02;21.63;50.58;26.84;22.34;0
37.87;9.45;35.85;20.0;16.96;21.19;18.74;14.72;32.44;14.51;24.22;53.9;33.04;19.73;28.4;18.07;40.63;27.6;13.29;19.73;24.79;33.56;15.94;22.45;16.82;29.99;21.07;42.81;18.56;14.03;42.43;17.08;8.74;46.63;34.66;30.65;37.94;30.06;24.27;24.49;57.43;49.5;0.84;35.29;61.19;49.62;42.54;19.7;34.28;28.68;38.93;42.54;44.25;27.63;54.24;32.11;41.73;0
71.0;25.06;48.28;68.56;49.57;52.02;59.76;45.78;52.32;65.31;62.96;70.49;60.75;56.21;40.62;35.31;68.04;54.21;56.24;47.7;46.33;55.31;38.49;58.47;53.18;78.4;73.03;57.23;62.45;36.56;59.62;29.48;15.09;44.21;0.0;36.87;41.73;23.54;25.89;23.83;37.12;30.09;38.25;48.04;28.74;38.2;42.3;22.8;39.62;27.6;35.98;52.23;8.9;25.84;42.97;26.94;41.13;1
30.88;24.57;24.3;30.77;11.79;20.47;28.64;21.54;36.8;15.03;31.38;26.9;42.62;33.31;15.18;19.5;40.59;15.96;20.25;18.86;23.42;26.38;5.25;16.1;29.23;35.19;19.14;30.76;48.05;25.16;45.15;14.73;40.2;47.44;49.8;23.95;50.26;36.74;50.58;41.63;18.7;37.38;33.74;40.53;19.12;47.29;16.6;28.91;19.93;25.74;41.75;18.57;24.4;27.38;34.22;20.16;0.0;0
51.56;38.9;76.84;40.48;62.69;51.73;58.66;32.05;42.69;45.73;54.7;42.88;59.78;42.8;72.43;52.65;44.23;41.8;65.15;54.97;68.45;65.54;37.9;46.21;48.88;60.36;42.59;55.06;66.11;37.56;58.73;16.02;23.4;27.38;27.03;28.56;48.48;34.9;29.93;13.82;0.0;18.84;44.87;31.96;21.99;32.85;25.12;26.04;41.17;39.35;30.69;55.96;27.44;30.51;39.63;43.27;34.9;1
51.85;25.04;64.84;53.61;46.97;33.1;46.27;35.73;36.82;40.51;51.4;24.63;63.99;34.69;32.58;36.99;48.14;44.19;53.51;39.9;53.89;36.44;50.99;31.91;58.83;66.32;60.22;54.32;63.67;38.25;47.48;49.96;26.52;50.94;32.05;46.26;42.49;26.18;36.34;26.41;47.14;28.51;38.02;32.52;30.37;30.84;38.66;19.7;38.2;40.61;35.11;51.75;34.15;26.08;27.59;15.65;27.07;1
73.98;33.09;62.58;63.65;56.62;50.9;54.01;40.97;32.58;41.22;56.99;60.09;93.1;66.72;36.91;57.96;74.13;44.45;52.96;54.83;47.13;57.52;36.22;68.19;41.91;83.26;28.96;61.19;50.58;64.46;54.28;46.14;42.26;23.51;44.49;39.73;43.99;31.09;40.19;37.29;38.24;22.14;34.39;43.88;24.35;30.35;25.74;37.08;41.96;30.3;26.93;52.59;15.1;19.05;29.34;20.73;29.75;1
95.15;23.81;48.75;52.25;48.89;49.81;59.2;29.29;38.13;24.02;44.5;47.41;73.69;24.43;49.6;59.03;68.21;46.96;58.09;44.4;57.1;37.17;30.21;30.57;47.28;53.18;28.05;65.03;60.3;51.39;50.03;24.91;22.37;56.29;39.52;43.09;37.68;36.54;30.16;13.61;44.93;35.1;21.63;33.68;49.08;36.25;36.34;4.51;34.76;34.47;33.14;40.33;38.7;28.19;43.96;16.96;13.12;1
86.87;48.71;41.67;71.29;56.55;48.66;72.51;35.58;42.05;26.89;47.38;64.48;54.76;32.23;55.02;51.38;59.16;39.44;60.08;56.18;58.51;36.21;48.42;39.4;39.72;71.41;38.15;62.51;66.31;38.67;33.59;26.61;12.96;35.64;15.04;29.75;37.01;25.18;29.29;27.81;58.32;34.44;43.14;31.5;18.23;38.19;35.21;9.11;43.41;42.98;26.81;42.62;65.56;21.46;33.61;19.67;42.17;1
